# jours_écoulés 	 nombreTotalContaminésGrippe 	 nombreTotalContaminésAgentPathogène()
97	4866	66491	0.0334764	4.04936
98	5296	66381	0.0387875	4.08862
99	5547	66310	0.0403	4.1292
100	5897	66210	0.0338732	4.16349
101	6209	66137	0.0321958	4.19619
102	6479	66127	0.0405292	4.23697
103	6774	66171	0.0412795	4.27877
104	7074	66236	0.0359385	4.31522
105	7278	66149	0.035065	4.35053
106	7465	66224	0.0366342	4.38787
107	7488	66223	0.0368793	4.42511
108	7638	66248	0.0374599	4.46287
109	7718	66101	0.0403737	4.50348
110	7809	66214	0.0340071	4.53782
111	7950	66210	0.0371961	4.57541
112	8011	66148	0.0414016	4.61712
113	8112	66086	0.0397065	4.65718
114	8165	66082	0.0425059	4.69994
115	8191	66045	0.0347192	4.73493
116	8315	66125	0.0375576	4.77296
117	8300	66076	0.0400881	4.81332
118	8280	66101	0.0348929	4.84849
119	8138	66031	0.0402327	4.88937
120	8002	66029	0.0393593	4.92901
121	7936	66015	0.036152	4.96543
122	7758	66065	0.033625	4.9993
123	7456	65993	0.0373776	5.03705
124	7246	66076	0.0375714	5.07497
125	6864	66142	0.0396638	5.11514
126	6694	66164	0.0348698	5.15025
127	6373	66132	0.0378745	5.18886
128	5973	66094	0.0361658	5.22556
129	5663	66199	0.0381159	5.26392
130	5313	66252	0.0464163	5.31068
131	5000	66344	0.0367389	5.34833
132	4632	66311	0.0339119	5.38264
133	4277	66341	0.0376989	5.42067
134	3891	66393	0.0368253	5.45787
135	3588	66379	0.0392695	5.49748
136	3283	66322	0.03328	5.53102
137	2936	66317	0.0393668	5.57087
138	2647	66327	0.0396477	5.61089
139	2389	66245	0.0357114	5.64751
140	2093	66284	0.033767	5.68178
141	1897	66319	0.0396309	5.7218
142	1686	66250	0.0388759	5.76095
143	1503	66306	0.0357826	5.79733
144	1347	66229	0.0340917	5.83174
145	1248	66178	0.0393693	5.8715
146	1148	66130	0.0388058	5.91078
147	1042	66223	0.0367163	5.94825
148	917	66261	0.0335059	5.9821
149	800	66193	0.0393099	6.02201
150	743	66114	0.0389168	6.06129
151	643	66071	0.0339511	6.09565
152	538	66150	0.0337271	6.12964
153	452	66249	0.0350539	6.16506
154	380	66198	0.0343247	6.19966
155	306	66173	0.0399725	6.23995
156	244	66094	0.0392571	6.27949
157	198	66158	0.0342482	6.31448
158	154	66124	0.0396984	6.35448
159	109	66044	0.0383171	6.39305
160	79	66044	0.0375397	6.43153
161	56	66016	0.0328781	6.46483
162	39	66085	0.041905	6.50701
163	27	66143	0.0399686	6.54736
164	18	66136	0.0360287	6.5837
165	12	66115	0.038207	6.62227
166	7	66091	0.0374374	6.66019
167	4	66016	0.0332562	6.6944
168	3	65931	0.034991	6.72992
169	2	65922	0.0339171	6.76416
170	1	65957	0.0328177	6.7974
171	0	65886	0.0381783	6.83593
172	0	65949	0.0357945	6.87221
173	0	65897	0.0393902	6.91188
174	0	65909	0.0365528	6.94943
175	0	65895	0.0336746	6.98337
176	0	66001	0.0431999	7.02691
177	0	65998	0.0358915	7.0635
178	0	66021	0.0353094	7.09937
179	0	66124	0.0338518	7.13347
180	0	66152	0.0389886	7.17307
181	0	66090	0.0379712	7.2113
182	0	66087	0.0384839	7.25036
183	0	65860	0.0387563	7.28942
184	0	65833	0.0445546	7.33431
185	0	65929	0.0364048	7.37096
186	0	66002	0.0363749	7.40768
187	0	65995	0.0398811	7.44788
188	0	65859	0.0346753	7.48289
189	0	65921	0.0398758	7.52321
190	0	65865	0.039254	7.56274
191	0	65890	0.034364	7.59845
192	0	65975	0.0410041	7.63988
193	0	66068	0.0412968	7.68146
194	0	66132	0.033437	7.71522
195	0	66233	0.0436493	7.75918
196	0	66278	0.0385628	7.79851
197	0	66258	0.0322274	7.83109
198	0	66336	0.0600242	7.89156
199	0	66481	0.0276326	7.91947
200	0	66419	0.0349031	7.95469
201	0	66437	0.0368844	7.99184
202	0	66479	0.0383188	8.03155
203	0	66492	0.0335017	8.06547
204	0	66530	0.0413709	8.10751
205	0	66634	0.042089	8.14986
206	0	66666	0.0324849	8.18278
207	0	66561	0.0426242	8.22572
208	0	66547	0.0403577	8.26739
209	0	66552	0.0352884	8.30297
210	0	66567	0.0365477	8.3401
211	0	66487	0.0433167	8.38367
212	0	66484	0.0361964	8.42016
213	0	66491	0.0361092	8.45668
214	0	66528	0.041353	8.4983
215	0	66475	0.0363723	8.53493
216	0	66441	0.0375055	8.57327
217	0	66416	0.0378134	8.61148
218	0	66482	0.0358259	8.64766
219	0	66456	0.0338332	8.6818
220	0	66344	0.0397909	8.72195
221	0	66425	0.0394129	8.76169
222	0	66369	0.0353258	8.7974
223	0	66517	0.0342503	8.83202
224	0	66399	0.0323922	8.86472
225	0	66366	0.0386705	8.90373
226	0	66338	0.0392115	8.94331
227	0	66208	0.0353648	8.97912
228	0	66196	0.0341912	9.01366
229	0	66231	0.0348811	9.0489
230	0	66304	0.0330792	9.08238
231	0	66275	0.0386865	9.1214
232	0	66241	0.0382784	9.16
233	0	66224	0.0345795	9.19546
234	0	66208	0.0384523	9.23424
235	0	66247	0.0346172	9.26913
236	0	66158	0.0388726	9.30856
237	0	66215	0.0386781	9.34867
238	0	66233	0.0379025	9.38684
239	0	66092	0.0377867	9.425
240	0	65964	0.038297	9.4636
241	0	66088	0.0342128	9.49821
242	0	66048	0.0394603	9.53806
243	0	66009	0.0378888	9.57623
244	0	65967	0.0407878	9.61802
245	0	65940	0.0338338	9.65222
246	0	65962	0.037165	9.6901
247	0	65939	0.0427798	9.7332
248	0	65920	0.0335984	9.76704
249	0	66100	0.0368433	9.8045
250	0	66041	0.0380459	9.84295
251	0	66062	0.0367582	9.88092
252	0	66190	0.0328743	9.91415
253	0	66263	0.0394894	9.95403
254	0	66251	0.0369133	9.99127
255	0	66169	0.0409072	10.0325
256	0	66216	0.0326534	10.0656
257	0	66252	0.0611686	10.1272
258	0	66233	0.0283977	10.1558
259	0	66264	0.0336122	10.1898
260	0	66278	0.0384965	10.2286
261	0	66324	0.0344803	10.2634
262	0	66246	0.0351252	10.2991
263	0	66300	0.0336456	10.3331
264	0	66270	0.0376005	10.3714
265	0	66327	0.0400818	10.4118
266	0	66376	0.0354267	10.448
267	0	66346	0.0344098	10.4828
268	0	66403	0.0386147	10.5219
269	0	66367	0.0398037	10.5619
270	0	66397	0.037147	10.5995
271	0	66443	0.032999	10.6328
272	0	66434	0.0385916	10.6717
273	0	66521	0.0385605	10.7106
274	0	66614	0.0391191	10.7503
275	0	66539	0.0399612	10.791
276	0	66580	0.0398263	10.8312
277	0	66535	0.0363978	10.868
278	0	66499	0.0380906	10.907
279	0	66563	0.0392555	10.9466
280	0	66517	0.0350514	10.9821
281	0	66580	0.0399571	11.0227
282	0	66574	0.0386163	11.0617
283	0	66613	0.0349454	11.0973
284	0	66551	0.0349385	11.1326
285	0	66447	0.039414	11.1724
286	0	66390	0.0397588	11.2125
287	0	66393	0.0359255	11.2487
288	0	66306	0.0342491	11.2832
289	0	66412	0.0389328	11.3226
290	0	66328	0.0411556	11.3641
291	0	66324	0.0348249	11.3994
292	0	66246	0.0393488	11.4393
293	0	66333	0.0396241	11.4793
294	0	66324	0.0381125	11.5177
295	0	66329	0.0340444	11.5521
296	0	66404	0.0372928	11.5899
297	0	66439	0.038793	11.6291
298	0	66329	0.0346844	11.6641
299	0	66357	0.0340003	11.6985
300	0	66371	0.0392127	11.738
301	0	66350	0.0374581	11.7757
302	0	66443	0.0389275	11.815
303	0	66417	0.0398388	11.8551
304	0	66522	0.0384235	11.8938
305	0	66590	0.0358765	11.9302
306	0	66595	0.0349576	11.9656
307	0	66579	0.0337005	11.9996
308	0	66552	0.0391482	12.0392
309	0	66570	0.0373313	12.077
310	0	66406	0.0348369	12.1123
311	0	66474	0.0394893	12.1521
312	0	66483	0.0350639	12.1874
313	0	66451	0.0371575	12.2249
314	0	66365	0.040056	12.2655
315	0	66433	0.0401388	12.3062
316	0	66460	0.0410329	12.3475
317	0	66362	0.0348647	12.3827
318	0	66378	0.0390246	12.4221
319	0	66300	0.0393282	12.4617
320	0	66384	0.0338918	12.496
321	0	66449	0.0343643	12.5307
322	0	66502	0.033873	12.5649
323	0	66437	0.0332149	12.5985
324	0	66404	0.0391471	12.638
325	0	66332	0.0395007	12.6779
326	0	66305	0.0346242	12.7131
327	0	66210	0.0344395	12.7484
328	0	66150	0.0399362	12.7887
329	0	66244	0.0385893	12.8275
330	0	66161	0.0359088	12.8641
331	0	66165	0.0356976	12.9001
332	0	66116	0.0385278	12.939
333	0	66090	0.0396147	12.979
334	0	66026	0.0339771	13.0132
335	0	65973	0.0347424	13.0485
336	0	66088	0.0327587	13.0816
337	0	66053	0.0402081	13.1221
338	0	66134	0.0371921	13.1598
339	0	66185	0.0358153	13.1968
340	0	66198	0.0348962	13.2327
341	0	66179	0.0386869	13.2718
342	0	66094	0.0393121	13.3114
343	0	66072	0.0367346	13.3488
344	0	66126	0.0379045	13.3871
345	0	66188	0.0378407	13.4252
346	0	66268	0.0365352	13.463
347	0	66254	0.0398389	13.5031
348	0	66369	0.0324094	13.5359
349	0	66365	0.0379466	13.5742
350	0	66407	0.04216	13.6168
351	0	66460	0.0323926	13.6494
352	0	66328	0.0378508	13.6876
353	0	66214	0.0399523	13.7279
354	0	66204	0.0396317	13.7682
355	0	66231	0.0340463	13.8025
356	0	66271	0.037685	13.8409
357	0	66205	0.0375529	13.8788
358	0	66279	0.0377003	13.9173
359	0	66343	0.0344116	13.9521
360	0	66499	0.0372147	13.9899
361	0	66495	0.0377	14.0278
362	0	66469	0.0341012	14.0626
363	0	66383	0.0331258	14.0961
364	0	66360	0.0346124	14.131
365	0	66302	0.0334451	14.1649
366	0	66398	0.0415967	14.2068
367	0	66435	0.0378707	14.245
368	0	66455	0.0343475	14.2796
369	0	66584	0.0345757	14.3145
370	0	66637	0.0323036	14.3471
371	0	66672	0.0384036	14.386
372	0	66567	0.0368467	14.4233
373	0	66626	0.0370508	14.4606
374	0	66653	0.0359548	14.4973
375	0	66606	0.0352492	14.5328
376	0	66629	0.0392213	14.5724
377	0	66588	0.0381519	14.6109
378	0	66553	0.0387703	14.6503
379	0	66650	0.0346196	14.6853
380	0	66621	0.0394174	14.7252
381	0	66529	0.0427331	14.7685
382	0	66529	0.0418974	14.811
383	0	66459	0.0355548	14.8474
384	0	66419	0.0349212	14.8828
385	0	66317	0.0382355	14.9216
386	0	66208	0.0395269	14.9614
387	0	66143	0.0329363	14.9947
388	0	66228	0.033763	15.0291
389	0	66320	0.0340392	15.0634
390	0	66435	0.0343265	15.0983
391	0	66424	0.0327129	15.1313
392	0	66480	0.0393709	15.171
393	0	66434	0.0389519	15.2104
394	0	66338	0.0376594	15.2495
395	0	66397	0.0344559	15.2842
396	0	66295	0.0403307	15.3249
397	0	66211	0.0371488	15.3625
398	0	66222	0.0328544	15.396
399	0	66160	0.0347818	15.431
400	0	66248	0.0389504	15.4703
401	0	66261	0.0422258	15.513
402	0	66228	0.033712	15.5471
403	0	66091	0.0387961	15.5864
404	0	66110	0.0384076	15.6251
405	0	66207	0.036429	15.6621
406	0	66209	0.034232	15.6967
407	0	66231	0.0332621	15.7303
408	0	66296	0.0342438	15.765
409	0	66235	0.0329247	15.7981
410	0	66236	0.0388153	15.8373
411	0	66202	0.0386421	15.8762
412	0	66237	0.0375391	15.9153
413	0	66262	0.0331135	15.9488
414	0	66327	0.0396435	15.9888
415	0	66422	0.0400929	16.0292
416	0	66541	0.0354391	16.0649
417	0	66571	0.0329951	16.0982
418	0	66653	0.0386704	16.1372
419	0	66595	0.038533	16.1761
420	0	66557	0.0370239	16.215
421	0	66627	0.0325043	16.2479
422	0	66616	0.0393792	16.2877
423	0	66557	0.0432006	16.3311
424	0	66560	0.0336988	16.3652
425	0	66514	0.0425297	16.4081
426	0	66579	0.041343	16.4497
427	0	66681	0.0344465	16.4844
428	0	66603	0.0389131	16.5237
429	0	66598	0.044936	16.5689
430	0	66481	0.0336821	16.6028
431	0	66343	0.0370516	16.6402
432	0	66455	0.0390312	16.6798
433	0	66372	0.0346853	16.7147
434	0	66375	0.0398086	16.7548
435	0	66345	0.0419971	16.7971
436	0	66221	0.0341702	16.8317
437	17	66173	0.0328381	16.8648
438	25	66180	0.040268	16.9055
439	34	66185	0.0393108	16.9451
440	41	66134	0.0342224	16.9797
441	50	66113	0.0344206	17.0144
442	69	66114	0.0359493	17.0507
443	86	66014	0.037462	17.0888
444	122	65998	0.0407955	17.1299
445	163	66048	0.0352365	17.1653
446	204	66040	0.0334423	17.199
447	242	66016	0.0400402	17.2398
448	321	66030	0.0398836	17.28
449	403	66086	0.0362159	17.3164
450	510	66069	0.0326459	17.3493
451	666	66052	0.0383056	17.388
452	850	66027	0.040518	17.4288
453	1055	66015	0.0339089	17.463
454	1261	66024	0.117997	17.5813
